cell,n_buildings,density
0114_0117,2542,25.24
0114_0125,6514,65.32
0114_0126,2265,22.74
0115_0054,13224,122.63
0115_0055,17329,160.85
0115_0059,22363,208.39
0115_0060,21398,199.59
0115_0061,19510,182.16
0115_0062,19422,181.51
0115_0063,63706,595.97
0115_0064,23215,217.39
0115_0065,18625,174.58
0115_0066,25035,234.90
0115_0067,58389,548.41
0115_0068,18983,178.48
0115_0069,33371,314.07
0115_0070,47384,446.40
0115_0071,24628,232.26
0115_0072,24123,227.73
0115_0073,21215,200.48
0115_0074,25993,245.89
0115_0075,53082,502.66
0115_0076,22698,215.16
0115_0077,9685,91.90
0115_0078,14281,135.66
0115_0079,12044,114.53
0115_0080,14534,138.35
0115_0081,25563,243.60
0115_0082,21671,206.73
0115_0083,27982,267.22
0115_0084,23791,227.44
0115_0085,49178,470.65
0115_0086,15736,150.76
0115_0087,11041,105.90
0115_0088,4881,46.87
0115_0089,7014,67.42
0115_0090,13139,126.43
0115_0091,14880,143.34
0115_0092,58309,562.33
0115_0093,9048,87.36
0115_0094,7484,72.34
0115_0095,8753,84.70
0115_0096,6935,67.18
0115_0097,11665,113.13
0115_0098,7687,74.63
0115_0099,6998,68.02
0115_0100,68087,662.58
0115_0101,44266,431.27
0115_0102,42049,410.14
0115_0103,44569,435.22
0115_0104,60592,592.37
0115_0105,50265,491.99
0115_0106,9502,93.11
0115_0107,18839,184.83
0115_0108,19555,192.08
0115_0109,12957,127.42
0115_0110,99923,983.81
0115_0111,41536,409.44
0115_0112,50503,498.42
0115_0113,24455,241.64
0115_0114,2930,28.99
0115_0118,2138,21.25
0115_0125,3968,39.79
0115_0126,4113,41.30
0115_0127,4695,47.20
0116_0054,4417,40.96
0116_0055,9821,91.16
0116_0057,1575,14.65
0116_0058,2862,26.64
0116_0059,27234,253.77
0116_0060,26086,243.31
0116_0061,18210,170.02
0116_0062,23249,217.28
0116_0063,38523,360.38
0116_0064,27097,253.74
0116_0065,19788,185.48
0116_0066,27665,259.58
0116_0067,33895,318.35
0116_0068,24781,232.99
0116_0069,28162,265.04
0116_0070,35361,333.13
0116_0071,29445,277.68
0116_0072,73519,694.04
0116_0073,25432,240.33
0116_0074,20613,194.99
0116_0075,18980,179.73
0116_0076,23036,218.37
0116_0077,19803,187.92
0116_0078,8235,78.23
0116_0079,17446,165.90
0116_0080,20497,195.12
0116_0081,28232,269.03
0116_0082,16121,153.79
0116_0083,19346,184.75
0116_0084,19872,189.98
0116_0085,27950,267.49
0116_0086,11068,106.04
0116_0087,8088,77.57
0116_0088,8574,82.32
0116_0089,15614,150.08
0116_0090,5140,49.46
0116_0091,7041,67.83
0116_0092,10606,102.28
0116_0093,9140,88.24
0116_0094,5445,52.63
0116_0095,12753,123.40
0116_0096,8671,84.00
0116_0097,16507,160.09
0116_0098,12898,125.23
0116_0099,11907,115.74
0116_0100,16639,161.92
0116_0101,45158,439.96
0116_0102,56315,549.29
0116_0103,77717,758.91
0116_0104,64570,631.26
0116_0105,14347,140.43
0116_0106,24686,241.91
0116_0107,33153,325.26
0116_0108,28420,279.15
0116_0109,13770,135.41
0116_0110,13923,137.08
0116_0111,26148,257.75
0116_0112,44766,441.80
0116_0113,35780,353.54
0116_0114,13368,132.25
0116_0115,1168,11.57
0116_0117,2341,23.24
0116_0123,3122,31.23
0116_0124,2203,22.06
0116_0125,2828,28.36
0116_0127,4443,44.67
0116_0128,1628,16.39
0117_0054,5841,54.17
0117_0055,12678,117.68
0117_0057,9420,87.61
0117_0058,11621,108.18
0117_0059,42349,394.62
0117_0060,35309,329.34
0117_0061,27406,255.88
0117_0062,23043,215.35
0117_0063,24850,232.47
0117_0064,36628,342.99
0117_0065,27093,253.96
0117_0066,25649,240.66
0117_0067,24781,232.75
0117_0068,20721,194.82
0117_0069,30170,283.94
0117_0070,46522,438.28
0117_0071,38067,358.99
0117_0072,26523,250.38
0117_0073,29751,281.15
0117_0074,26376,249.51
0117_0075,24861,235.42
0117_0076,22479,213.09
0117_0077,22783,216.19
0117_0078,20461,194.36
0117_0079,12459,118.48
0117_0080,16491,156.98
0117_0081,32601,310.67
0117_0082,26698,254.69
0117_0083,26843,256.35
0117_0084,31140,297.70
0117_0085,13627,130.42
0117_0086,27332,261.86
0117_0087,4241,40.68
0117_0088,3867,37.13
0117_0089,16957,162.99
0117_0090,8849,85.15
0117_0091,8392,80.84
0117_0092,11620,112.06
0117_0093,11666,112.63
0117_0094,8938,86.39
0117_0095,10783,104.34
0117_0096,14072,136.32
0117_0097,16533,160.34
0117_0098,26477,257.07
0117_0099,18264,177.53
0117_0100,12860,125.15
0117_0101,19348,188.50
0117_0102,34496,336.47
0117_0103,67698,661.08
0117_0104,28640,280.00
0117_0105,12092,118.35
0117_0106,19856,194.57
0117_0107,27481,269.61
0117_0108,12297,120.79
0117_0109,13981,137.49
0117_0110,7710,75.91
0117_0111,16767,165.28
0117_0112,14490,143.00
0117_0113,4264,42.13
0117_0114,8157,80.70
0117_0115,4497,44.54
0117_0116,1753,17.38
0117_0117,7703,76.48
0117_0126,3407,34.21
0117_0129,1166,11.75
0118_0054,3837,35.58
0118_0055,10754,99.82
0118_0057,14799,137.63
0118_0058,18050,168.03
0118_0059,12362,115.19
0118_0060,24321,226.85
0118_0061,12449,116.23
0118_0062,22529,210.55
0118_0063,25687,240.30
0118_0064,98862,925.77
0118_0065,28354,265.78
0118_0066,21054,197.55
0118_0067,29574,277.77
0118_0068,60447,568.31
0118_0069,34889,328.35
0118_0070,64906,611.48
0118_0071,30262,285.39
0118_0072,28729,271.21
0118_0073,32144,303.76
0118_0074,86793,821.04
0118_0075,23948,226.78
0118_0076,25021,237.18
0118_0077,26619,252.60
0118_0078,34221,325.07
0118_0079,11331,107.75
0118_0080,18580,176.87
0118_0081,22945,218.65
0118_0082,27352,260.93
0118_0083,164275,1568.79
0118_0084,33359,318.91
0118_0085,17639,168.81
0118_0086,19757,189.29
0118_0087,2745,26.33
0118_0088,9756,93.67
0118_0089,16402,157.66
0118_0090,14891,143.29
0118_0091,5325,51.30
0118_0092,15900,153.34
0118_0093,7695,74.29
0118_0094,10172,98.32
0118_0095,8659,83.79
0118_0096,4428,42.90
0118_0097,14440,140.04
0118_0098,27901,270.90
0118_0099,25938,252.13
0118_0100,74558,725.56
0118_0101,44339,431.98
0118_0102,16758,163.45
0118_0103,32606,318.40
0118_0104,23414,228.91
0118_0105,17797,174.19
0118_0106,14033,137.51
0118_0107,11544,113.26
0118_0108,12203,119.86
0118_0109,23551,231.60
0118_0110,26480,260.71
0118_0111,15417,151.97
0118_0112,10669,105.29
0118_0113,2689,26.57
0118_0118,2030,20.18
0118_0127,2884,28.99
0119_0054,2678,24.83
0119_0055,15755,146.24
0119_0056,6480,60.21
0119_0057,10337,96.14
0119_0058,21213,197.48
0119_0059,20582,191.79
0119_0060,29746,277.45
0119_0061,26080,243.50
0119_0062,12607,117.82
0119_0063,32997,308.69
0119_0064,40688,381.01
0119_0065,34453,322.95
0119_0066,25992,243.88
0119_0067,24700,231.99
0119_0068,24945,234.53
0119_0069,16113,151.65
0119_0070,22123,208.42
0119_0071,40895,385.66
0119_0072,25957,245.04
0119_0073,27741,262.15
0119_0074,25277,239.11
0119_0075,31770,300.85
0119_0076,33507,317.63
0119_0077,30850,292.74
0119_0078,19166,182.06
0119_0079,12876,122.44
0119_0080,17731,168.79
0119_0081,43098,410.70
0119_0082,18510,176.58
0119_0083,23902,228.26
0119_0084,18406,175.96
0119_0085,20252,193.82
0119_0086,19996,191.58
0119_0087,12172,116.74
0119_0088,18150,174.27
0119_0089,5232,50.29
0119_0090,9642,92.78
0119_0091,18947,182.52
0119_0092,28543,275.27
0119_0093,9708,93.73
0119_0094,8784,84.90
0119_0095,13472,130.36
0119_0096,11892,115.20
0119_0097,5536,53.69
0119_0098,22203,215.57
0119_0099,26912,261.59
0119_0100,132938,1293.68
0119_0101,46983,457.74
0119_0102,33114,322.99
0119_0103,18267,178.38
0119_0104,2012,19.67
0119_0105,11870,116.18
0119_0106,11756,115.20
0119_0107,8460,83.00
0119_0108,11680,114.73
0119_0109,15650,153.90
0119_0110,16272,160.21
0119_0111,12740,125.58
0119_0112,13714,135.35
0119_0113,4985,49.26
0119_0124,2707,27.11
0119_0128,2426,24.42
0120_0054,27436,254.43
0120_0055,17499,162.43
0120_0056,15529,144.28
0120_0057,16079,149.54
0120_0058,26101,242.98
0120_0059,21643,201.68
0120_0060,52635,490.95
0120_0061,26122,243.89
0120_0062,16576,154.91
0120_0063,29990,280.56
0120_0064,26942,252.29
0120_0065,26862,251.79
0120_0066,25478,239.06
0120_0067,21627,203.13
0120_0068,30507,286.82
0120_0069,34599,325.62
0120_0070,17911,168.74
0120_0071,30948,291.86
0120_0072,33883,319.86
0120_0073,32010,302.49
0120_0074,23324,220.64
0120_0075,20934,198.23
0120_0076,49465,468.90
0120_0077,33988,322.52
0120_0078,21655,205.71
0120_0079,18552,176.42
0120_0080,42375,403.38
0120_0081,20374,194.15
0120_0082,24060,229.52
0120_0083,29649,283.14
0120_0084,20662,197.53
0120_0085,59414,568.61
0120_0086,20542,196.81
0120_0087,35542,340.89
0120_0088,7847,75.34
0120_0089,5056,48.60
0120_0090,17452,167.94
0120_0091,19722,189.99
0120_0092,58537,564.53
0120_0093,13636,131.65
0120_0094,10897,105.33
0120_0095,22772,220.35
0120_0096,15498,150.13
0120_0097,11505,111.58
0120_0098,25360,246.23
0120_0099,82430,801.24
0120_0100,28523,277.57
0120_0101,37427,364.64
0120_0102,89740,875.31
0120_0103,40547,395.95
0120_0104,10591,103.54
0120_0105,10428,102.07
0120_0106,18903,185.24
0120_0107,13804,135.43
0120_0108,4998,49.09
0120_0109,7127,70.09
0120_0110,11993,118.08
0120_0111,8900,87.73
0120_0112,8889,87.73
0120_0113,5647,55.80
0120_0114,1735,17.16
0120_0124,1973,19.76
0120_0128,1136,11.44
0121_0054,5933,55.02
0121_0055,14017,130.11
0121_0056,21015,195.26
0121_0057,25606,238.14
0121_0058,17595,163.80
0121_0059,19221,179.11
0121_0060,20458,190.82
0121_0061,19599,182.99
0121_0062,16586,155.01
0121_0063,21878,204.67
0121_0064,29546,276.68
0121_0065,33155,310.78
0121_0066,37741,354.12
0121_0067,24409,229.26
0121_0068,28731,270.12
0121_0069,28606,269.22
0121_0070,18653,175.73
0121_0071,28330,267.17
0121_0072,34081,321.73
0121_0073,55952,528.74
0121_0074,25276,239.10
0121_0075,45841,434.09
0121_0076,80426,762.39
0121_0077,103400,981.19
0121_0078,29309,278.41
0121_0079,36144,343.70
0121_0080,70308,669.28
0121_0081,14146,134.80
0121_0082,15432,147.21
0121_0083,19768,188.78
0121_0084,33792,323.05
0121_0085,22284,213.27
0121_0086,25967,248.78
0121_0087,19372,185.80
0121_0088,16029,153.90
0121_0089,26386,253.63
0121_0090,17441,167.83
0121_0091,17639,169.92
0121_0092,21487,207.22
0121_0093,22880,220.90
0121_0094,15061,145.57
0121_0095,12354,119.54
0121_0096,13117,127.07
0121_0097,18067,175.22
0121_0098,176454,1713.24
0121_0099,159056,1546.07
0121_0100,20221,196.78
0121_0101,12778,124.49
0121_0102,50450,492.08
0121_0103,38308,374.08
0121_0104,13423,131.23
0121_0105,18379,179.89
0121_0106,14594,143.01
0121_0107,35366,346.97
0121_0108,23539,231.21
0121_0109,29567,290.76
0121_0110,15883,156.38
0121_0111,19494,192.16
0121_0112,2991,29.52
0121_0113,5684,56.16
0121_0114,5325,52.68
0121_0117,1032,10.25
0121_0124,1800,18.03
0122_0055,8513,79.02
0122_0056,12665,117.67
0122_0057,21155,196.75
0122_0058,27555,256.52
0122_0059,25303,235.78
0122_0060,17921,167.16
0122_0061,21892,204.40
0122_0062,16002,149.55
0122_0063,14915,139.53
0122_0064,44965,421.06
0122_0065,67863,636.12
0122_0066,29112,273.16
0122_0067,28330,266.09
0122_0068,28771,270.50
0122_0069,125594,1182.01
0122_0070,27712,261.07
0122_0071,20458,192.93
0122_0072,26460,249.79
0122_0073,41372,390.96
0122_0074,20852,197.25
0122_0075,26183,247.94
0122_0076,232622,2205.11
0122_0077,335161,3180.44
0122_0078,44182,419.70
0122_0079,30479,289.83
0122_0080,19413,184.80
0122_0081,6848,65.26
0122_0082,22350,213.21
0122_0083,14311,136.67
0122_0084,17514,167.43
0122_0085,20126,192.61
0122_0086,26655,255.37
0122_0087,16495,158.21
0122_0088,30276,290.70
0122_0089,11522,110.75
0122_0090,17893,172.18
0122_0091,9085,87.52
0122_0092,16044,154.73
0122_0093,20161,194.65
0122_0094,28094,271.54
0122_0095,19525,188.93
0122_0096,17328,167.86
0122_0097,34361,333.24
0122_0098,211610,2054.57
0122_0099,230663,2242.12
0122_0100,53819,523.74
0122_0101,11010,107.27
0122_0102,30273,295.28
0122_0103,42395,413.99
0122_0104,29555,288.94
0122_0105,23290,227.96
0122_0106,31759,311.22
0122_0107,24476,240.13
0122_0108,20923,205.51
0122_0109,27004,265.56
0122_0110,7105,69.95
0122_0111,15973,157.45
0122_0112,2184,21.55
0122_0113,1404,13.87
0122_0115,1323,13.10
0122_0116,1110,11.01
0122_0117,1484,14.73
0123_0056,1351,12.55
0123_0057,8756,81.43
0123_0058,23530,219.05
0123_0059,21271,198.21
0123_0060,15418,143.81
0123_0061,14382,134.28
0123_0062,21907,204.74
0123_0063,18756,175.46
0123_0064,14290,133.82
0123_0065,26594,249.28
0123_0066,26729,250.80
0123_0067,24343,228.64
0123_0068,25261,237.50
0123_0069,35316,332.37
0123_0070,31368,295.52
0123_0071,20912,197.21
0123_0072,23389,220.80
0123_0073,32682,308.84
0123_0074,31561,298.56
0123_0075,29171,276.24
0123_0076,73548,697.19
0123_0077,85793,814.11
0123_0078,49404,469.30
0123_0079,26224,249.37
0123_0080,18786,178.83
0123_0081,15144,144.31
0123_0082,12452,118.79
0123_0083,14594,139.37
0123_0084,17806,170.23
0123_0085,20232,193.63
0123_0086,26757,256.35
0123_0087,18932,181.58
0123_0088,40426,388.16
0123_0089,21732,208.89
0123_0090,11216,107.93
0123_0091,6498,62.60
0123_0092,13233,127.62
0123_0093,22359,215.87
0123_0094,26402,255.19
0123_0095,24114,233.34
0123_0096,31560,305.73
0123_0097,48919,474.43
0123_0098,68080,661.01
0123_0099,94453,918.11
0123_0100,58173,566.11
0123_0101,18904,184.17
0123_0102,18712,182.51
0123_0103,55704,543.96
0123_0104,94134,920.30
0123_0105,58707,574.61
0123_0106,117810,1154.45
0123_0107,45149,442.95
0123_0108,18021,177.01
0123_0109,14178,139.43
0123_0110,1390,13.69
0123_0111,4335,42.73
0123_0115,5747,56.92
0123_0116,1885,18.69
0124_0058,3004,27.96
0124_0059,7494,69.83
0124_0060,16425,153.20
0124_0061,15962,149.03
0124_0062,52817,493.61
0124_0063,29299,274.09
0124_0064,11499,107.68
0124_0065,20395,191.17
0124_0066,24694,231.70
0124_0067,31261,293.62
0124_0068,26214,246.46
0124_0069,27996,263.48
0124_0070,36485,343.72
0124_0071,25208,237.73
0124_0072,22514,212.54
0124_0073,22976,217.12
0124_0074,27905,263.97
0124_0075,23730,224.71
0124_0076,36534,346.32
0124_0077,52265,495.96
0124_0078,24594,233.62
0124_0079,24403,232.05
0124_0080,15209,144.78
0124_0081,33298,317.31
0124_0082,17285,164.89
0124_0083,10076,96.22
0124_0084,12742,121.81
0124_0085,16537,158.27
0124_0086,28411,272.20
0124_0087,27359,262.40
0124_0088,23941,229.87
0124_0089,32784,315.12
0124_0090,2065,19.87
0124_0091,6527,62.88
0124_0092,10051,96.93
0124_0093,13524,130.57
0124_0094,28400,274.50
0124_0095,57753,558.84
0124_0096,27662,267.97
0124_0097,36974,358.58
0124_0098,30868,299.71
0124_0099,29732,289.00
0124_0100,21822,212.36
0124_0101,30179,294.02
0124_0102,25574,249.44
0124_0103,27550,269.03
0124_0104,71348,697.53
0124_0105,30241,295.99
0124_0106,42960,420.98
0124_0107,50292,493.40
0124_0108,16736,164.39
0124_0109,5885,57.87
0124_0126,3252,32.65
0124_0127,2237,22.49
0125_0061,3431,32.03
0125_0062,9135,85.37
0125_0063,17154,160.48
0125_0064,18111,169.60
0125_0065,18338,171.89
0125_0066,80702,757.22
0125_0067,26218,246.25
0125_0068,24477,230.13
0125_0069,24576,231.29
0125_0070,31563,297.35
0125_0071,41944,395.56
0125_0072,24855,234.64
0125_0073,12994,122.79
0125_0074,20013,189.32
0125_0075,31943,302.48
0125_0076,86033,815.54
0125_0077,30031,284.97
0125_0078,34509,327.81
0125_0079,26628,253.21
0125_0080,37115,353.31
0125_0081,14905,142.04
0125_0082,17501,166.95
0125_0083,24467,233.65
0125_0084,9370,89.58
0125_0085,15182,145.30
0125_0086,20028,191.88
0125_0087,31022,297.54
0125_0088,28561,274.23
0125_0089,17523,168.43
0125_0090,6938,66.76
0125_0091,10197,98.23
0125_0092,14689,141.66
0125_0093,12347,119.21
0125_0094,25303,244.57
0125_0095,25541,247.14
0125_0096,28009,271.33
0125_0097,32223,312.51
0125_0098,43334,420.74
0125_0099,14959,145.41
0125_0100,17930,174.48
0125_0101,30047,292.74
0125_0102,27128,264.60
0125_0103,15139,147.83
0125_0104,9444,92.33
0125_0105,14458,141.51
0125_0106,35046,343.43
0125_0107,28909,283.62
0125_0108,25446,249.94
0125_0109,5909,58.11
0125_0119,1467,14.60
0125_0120,1626,16.20
0125_0125,3783,37.94
0125_0126,3666,36.81
0125_0127,5017,50.44
0125_0128,1721,17.32
0126_0062,2761,25.80
0126_0063,13239,123.85
0126_0064,21622,202.47
0126_0065,13344,125.08
0126_0066,23237,218.03
0126_0067,29993,281.71
0126_0068,22845,214.79
0126_0069,21688,204.11
0126_0070,67447,635.41
0126_0071,54838,517.15
0126_0072,30528,288.19
0126_0073,23580,222.83
0126_0074,24310,229.97
0126_0075,24988,236.62
0126_0076,29273,277.49
0126_0077,25514,242.11
0126_0078,49454,469.78
0126_0079,23665,225.04
0126_0080,19603,186.61
0126_0081,25968,247.46
0126_0082,17000,162.17
0126_0083,16600,158.53
0126_0084,11676,111.62
0126_0085,14352,137.35
0126_0086,23989,229.83
0126_0087,24630,236.23
0126_0088,90071,864.83
0126_0089,21716,208.74
0126_0090,14371,138.29
0126_0091,6605,63.63
0126_0092,14727,142.03
0126_0093,8178,78.96
0126_0094,10692,103.34
0126_0095,16852,163.07
0126_0096,32946,319.16
0126_0097,26553,257.52
0126_0098,27074,262.87
0126_0099,13423,130.48
0126_0100,19635,191.08
0126_0101,24565,239.33
0126_0102,29742,290.10
0126_0103,24080,235.14
0126_0104,20652,201.90
0126_0105,23742,232.38
0126_0106,79478,778.83
0126_0107,22740,223.10
0126_0108,4031,39.59
0126_0109,7914,77.83
0126_0110,3376,33.24
0126_0118,1520,15.11
0126_0119,2498,24.86
0126_0125,3277,32.86
0127_0063,6939,64.91
0127_0064,34062,318.97
0127_0065,14658,137.40
0127_0066,18851,176.88
0127_0067,21286,199.93
0127_0068,18232,171.41
0127_0069,28799,271.04
0127_0070,24518,230.98
0127_0071,43544,410.64
0127_0072,26560,250.73
0127_0073,27231,257.33
0127_0074,14436,136.56
0127_0075,22333,211.48
0127_0076,27779,263.33
0127_0077,30711,291.43
0127_0078,27001,256.49
0127_0079,24772,235.56
0127_0080,25911,246.65
0127_0081,26178,249.46
0127_0082,19963,190.44
0127_0083,17208,164.33
0127_0084,19114,182.73
0127_0085,12189,116.65
0127_0086,14260,136.62
0127_0087,37242,357.19
0127_0088,25250,242.44
0127_0089,28119,270.28
0127_0090,11347,109.19
0127_0091,22901,220.61
0127_0092,18282,176.31
0127_0093,49328,476.25
0127_0094,12114,117.09
0127_0095,10864,105.12
0127_0096,11129,107.81
0127_0097,11841,114.84
0127_0098,12756,123.85
0127_0099,8284,80.52
0127_0100,12856,125.11
0127_0101,15799,153.92
0127_0102,20966,204.50
0127_0103,26501,258.78
0127_0104,17402,170.13
0127_0105,26388,258.28
0127_0106,7834,76.77
0127_0107,15845,155.45
0127_0108,6764,66.44
0127_0109,5268,51.81
0127_0110,3122,30.74
0127_0111,1184,11.67
0127_0117,1331,13.22
0127_0118,3366,33.46
0127_0119,5968,59.40
0127_0120,1051,10.47
0127_0125,1399,14.03
0128_0063,3277,30.66
0128_0064,16686,156.25
0128_0065,23392,219.27
0128_0066,11770,110.44
0128_0067,43482,408.40
0128_0068,18138,170.53
0128_0069,42362,398.68
0128_0070,15548,146.48
0128_0071,20725,195.45
0128_0072,30148,284.60
0128_0073,22854,215.97
0128_0074,14515,137.31
0128_0075,22529,213.34
0128_0076,23164,219.58
0128_0077,44399,421.31
0128_0078,45651,433.65
0128_0079,23022,218.92
0128_0080,21170,201.52
0128_0081,13411,127.80
0128_0082,22587,215.47
0128_0083,90403,863.33
0128_0084,12996,124.24
0128_0085,15707,150.32
0128_0086,13526,129.59
0128_0087,26924,258.23
0128_0088,20591,197.71
0128_0089,43431,417.47
0128_0090,13495,129.86
0128_0091,25250,243.24
0128_0092,102249,986.09
0128_0093,40179,387.92
0128_0094,30061,290.56
0128_0095,8630,83.51
0128_0096,29471,285.49
0128_0097,12808,124.22
0128_0098,19063,185.09
0128_0099,24045,233.72
0128_0100,21421,208.46
0128_0101,28793,280.52
0128_0102,31513,307.37
0128_0103,18016,175.93
0128_0104,20674,202.12
0128_0105,10812,105.83
0128_0106,6668,65.34
0128_0107,11021,108.12
0128_0111,1365,13.46
0128_0118,1129,11.22
0128_0120,2117,21.10
0128_0124,1803,18.06
0128_0125,1269,12.73
0129_0063,1754,16.41
0129_0064,8258,77.33
0129_0065,15282,143.25
0129_0066,13175,123.62
0129_0067,19208,180.41
0129_0068,31036,291.80
0129_0069,21093,198.51
0129_0070,41810,393.89
0129_0071,12039,113.53
0129_0072,35451,334.67
0129_0073,42914,405.53
0129_0074,22750,215.21
0129_0075,14837,140.50
0129_0076,33910,321.45
0129_0077,15601,148.04
0129_0078,41886,397.89
0129_0079,18484,175.77
0129_0080,47996,456.89
0129_0081,17728,168.94
0129_0082,19830,189.17
0129_0083,25242,241.06
0129_0084,18604,177.86
0129_0085,31673,303.12
0129_0086,13931,133.47
0129_0087,26475,253.93
0129_0088,19069,183.09
0129_0089,26829,257.88
0129_0090,37558,361.41
0129_0091,29719,286.29
0129_0092,42034,405.38
0129_0093,34588,333.94
0129_0094,46161,446.17
0129_0095,24814,240.11
0129_0096,13905,134.70
0129_0097,16109,156.23
0129_0098,21708,210.77
0129_0099,27734,269.58
0129_0100,25529,248.43
0129_0101,43174,420.63
0129_0102,38718,377.65
0129_0103,17362,169.54
0129_0104,19286,188.55
0129_0105,6997,68.49
0129_0106,4443,43.54
0129_0107,10293,100.98
0129_0108,7153,70.26
0129_0109,1388,13.65
0129_0112,1573,15.52
0129_0116,1939,19.23
0129_0117,1669,16.57
0129_0124,7897,79.09
0129_0125,4144,41.56
0129_0126,3101,31.14
0129_0128,1954,19.67
0130_0064,3702,34.67
0130_0065,8430,79.02
0130_0066,12476,117.06
0130_0067,10579,99.36
0130_0068,26553,249.65
0130_0069,17646,166.07
0130_0070,20837,196.30
0130_0071,22940,216.34
0130_0072,25708,242.69
0130_0073,51709,488.65
0130_0074,44921,424.94
0130_0075,13246,125.43
0130_0076,16798,159.23
0130_0077,11070,105.05
0130_0078,22143,210.34
0130_0079,32503,309.08
0130_0080,32860,312.80
0130_0081,28485,271.45
0130_0082,19661,187.56
0130_0083,24751,236.37
0130_0084,25078,239.75
0130_0085,19778,189.28
0130_0086,12054,115.49
0130_0087,27171,260.60
0130_0088,29359,281.89
0130_0089,33977,326.59
0130_0090,55389,532.99
0130_0091,35423,341.24
0130_0092,25285,243.85
0130_0093,24041,232.11
0130_0094,13920,134.54
0130_0095,12329,119.30
0130_0096,16783,162.58
0130_0097,26511,257.11
0130_0098,28715,278.80
0130_0099,19438,188.94
0130_0100,33822,329.14
0130_0101,19027,185.37
0130_0102,18194,177.46
0130_0103,7080,69.14
0130_0104,16342,159.77
0130_0105,4620,45.22
0130_0106,1901,18.63
0130_0108,8166,80.21
0130_0109,3419,33.62
0130_0117,1082,10.74
0130_0124,3932,39.38
0130_0126,3666,36.81
0130_0127,2408,24.21
0130_0128,1452,14.62
0131_0067,1406,13.21
0131_0068,11506,108.18
0131_0069,24667,232.15
0131_0070,18978,178.79
0131_0071,29201,275.38
0131_0072,38718,365.51
0131_0073,27253,257.54
0131_0074,42442,401.49
0131_0075,42859,405.85
0131_0076,14663,139.00
0131_0077,20650,195.95
0131_0078,14754,140.15
0131_0079,86244,820.12
0131_0080,83987,799.50
0131_0081,15254,145.36
0131_0082,33601,320.54
0131_0083,19276,184.08
0131_0084,41494,396.69
0131_0085,25175,240.93
0131_0086,27578,264.22
0131_0087,20467,196.30
0131_0088,49704,477.24
0131_0089,54686,525.65
0131_0090,44334,426.61
0131_0091,33785,325.46
0131_0092,21913,211.33
0131_0093,8432,81.41
0131_0094,12316,119.04
0131_0095,11678,113.00
0131_0096,26159,253.41
0131_0097,27503,266.73
0131_0098,29187,283.38
0131_0099,13919,135.30
0131_0100,20364,198.17
0131_0101,22134,215.64
0131_0102,4283,41.78
0131_0109,3266,32.12
0131_0110,2386,23.49
0131_0117,1259,12.50
0131_0123,2118,21.19
0132_0068,2708,25.46
0132_0069,11589,109.07
0132_0070,32892,309.87
0132_0071,46761,440.98
0132_0072,16298,153.86
0132_0073,18981,179.37
0132_0074,45890,434.11
0132_0075,48190,456.34
0132_0076,30958,293.46
0132_0077,34249,325.00
0132_0078,13672,129.87
0132_0079,35301,335.69
0132_0080,21615,205.76
0132_0081,14587,139.01
0132_0082,30710,292.96
0132_0083,24733,236.20
0132_0084,61301,586.04
0132_0085,29346,280.85
0132_0086,33760,323.45
0132_0087,52138,500.06
0132_0088,146152,1403.30
0132_0089,44951,432.08
0132_0090,33075,318.27
0132_0091,44804,431.61
0132_0092,27328,263.55
0132_0093,17428,168.26
0132_0094,11980,115.79
0132_0095,6528,63.17
0132_0096,27331,264.76
0132_0097,21354,207.10
0132_0098,17548,170.38
0132_0101,18898,184.12
0132_0102,6010,58.62
0132_0103,1437,14.03
0132_0110,2951,29.05
0132_0115,1192,11.81
0132_0116,2911,28.87
0132_0117,6525,64.79
0132_0123,5513,55.15
0133_0069,1882,17.71
0133_0070,14266,134.40
0133_0071,26460,249.53
0133_0072,26675,251.82
0133_0073,13427,126.88
0133_0074,36172,342.18
0133_0075,75184,711.96
0133_0076,84355,799.63
0133_0077,88653,841.25
0133_0078,38801,368.58
0133_0079,60126,571.75
0133_0080,19218,182.94
0133_0081,22984,219.02
0133_0082,70189,669.57
0133_0083,84267,804.73
0133_0084,322319,3081.39
0133_0085,81547,780.44
0133_0086,31558,302.35
0133_0087,28645,274.74
0133_0088,21373,205.22
0133_0089,56566,543.72
0133_0090,29369,282.61
0133_0091,26034,250.79
0133_0092,9430,90.94
0133_0093,9931,95.88
0133_0096,4255,41.22
0133_0097,9515,92.28
0133_0101,4100,39.94
0133_0102,5504,53.69
0133_0110,3664,36.07
0133_0111,1982,19.54
0133_0118,1486,14.77
0133_0122,1868,18.66
0133_0123,1650,16.50
0133_0124,2343,23.47
0134_0070,1403,13.22
0134_0071,13195,124.44
0134_0072,30259,285.65
0134_0073,16789,158.65
0134_0074,24799,234.59
0134_0075,33164,314.05
0134_0076,66337,628.83
0134_0077,293139,2781.68
0134_0078,411671,3910.56
0134_0079,174353,1657.97
0134_0080,59681,568.12
0134_0081,34456,328.35
0134_0082,21248,202.70
0134_0083,26434,252.44
0134_0084,34449,329.33
0134_0085,38059,364.24
0134_0086,34485,330.39
0134_0087,34812,333.89
0134_0088,17301,166.12
0134_0089,31038,298.34
0134_0090,33250,319.96
0134_0091,29492,284.11
0134_0092,4838,46.66
0134_0111,2049,20.20
0134_0116,1665,16.51
